session_id,user_id,session_start,session_end
932,15,2024-03-17 04:20:00,2024-02-19 19:03:00
933,60,2024-02-27 15:40:00,2024-01-27 20:37:00
934,65,2024-03-29 22:09:00,2024-02-21 11:24:00
935,92,2024-02-23 13:03:00,2024-02-21 09:39:00
936,45,2024-01-02 07:31:00,2024-03-24 13:32:00
937,91,2024-03-22 02:32:00,2024-03-25 18:22:00
938,30,2024-02-18 02:50:00,2024-02-05 02:15:00
939,28,2024-03-30 09:08:00,2024-02-05 19:49:00
940,25,2024-01-13 21:28:00,2024-01-08 06:49:00
941,94,2024-03-25 19:21:00,2024-03-28 14:43:00
942,98,2024-02-17 06:23:00,2024-02-11 20:04:00
943,82,2024-03-23 10:45:00,2024-03-12 16:45:00
944,40,2024-02-20 20:09:00,2024-01-28 03:59:00
945,74,2024-01-19 15:02:00,2024-01-02 06:31:00
946,86,2024-03-06 21:54:00,2024-01-20 10:18:00
947,50,2024-03-07 00:33:00,2024-02-08 13:20:00
948,41,2024-03-11 13:09:00,2024-01-11 06:55:00
949,39,2024-01-01 04:26:00,2024-01-02 02:22:00
950,59,2024-03-25 03:34:00,2024-02-14 21:56:00
951,1,2024-03-12 01:06:00,2024-01-23 21:35:00
952,23,2024-03-24 01:53:00,2024-02-17 01:10:00
953,3,2024-03-09 07:44:00,2024-01-10 10:57:00
954,71,2024-02-05 15:37:00,2024-03-09 05:42:00
955,99,2024-01-06 11:49:00,2024-03-22 07:07:00
956,50,2024-01-16 16:16:00,2024-03-01 18:18:00
957,16,2024-03-29 01:52:00,2024-03-22 10:57:00
958,53,2024-02-13 09:11:00,2024-03-25 19:58:00
959,41,2024-03-29 18:29:00,2024-03-18 06:23:00
960,33,2024-02-13 07:49:00,2024-03-14 03:03:00
961,95,2024-02-27 08:20:00,2024-03-26 09:22:00
962,71,2024-02-26 03:18:00,2024-01-20 18:46:00
963,95,2024-02-15 05:37:00,2024-02-09 00:09:00
964,91,2024-02-23 05:36:00,2024-01-02 23:58:00
965,23,2024-01-14 02:06:00,2024-03-22 13:57:00
966,25,2024-02-19 03:37:00,2024-03-10 10:37:00
967,34,2024-03-18 13:40:00,2024-01-26 03:43:00
968,68,2024-03-20 04:21:00,2024-03-22 12:16:00
969,100,2024-02-14 16:15:00,2024-02-02 10:01:00
970,92,2024-02-17 12:09:00,2024-02-21 05:16:00
971,61,2024-01-23 22:19:00,2024-02-05 19:56:00
972,94,2024-01-31 03:55:00,2024-03-30 09:53:00
973,89,2024-02-24 19:49:00,2024-01-14 21:46:00
974,34,2024-03-07 09:51:00,2024-03-08 11:17:00
975,67,2024-01-22 15:58:00,2024-03-24 22:14:00
976,40,2024-02-10 19:03:00,2024-02-04 23:02:00
977,23,2024-02-29 17:52:00,2024-01-05 17:49:00
978,46,2024-01-12 14:25:00,2024-02-10 02:26:00
979,9,2024-03-17 03:35:00,2024-01-08 18:32:00
980,23,2024-01-21 18:02:00,2024-01-04 14:06:00
981,62,2024-01-16 11:41:00,2024-03-08 02:46:00
982,34,2024-02-08 07:41:00,2024-03-06 12:22:00
983,47,2024-03-11 18:39:00,2024-02-19 09:54:00
984,81,2024-01-02 07:28:00,2024-03-06 10:57:00
985,16,2024-03-28 20:59:00,2024-02-28 07:59:00
986,13,2024-03-03 16:09:00,2024-01-03 03:16:00
987,87,2024-01-21 18:58:00,2024-02-07 04:44:00
988,48,2024-02-19 16:27:00,2024-02-23 06:29:00
989,61,2024-03-11 22:10:00,2024-03-03 16:47:00
990,85,2024-03-11 19:23:00,2024-03-06 15:21:00
991,88,2024-01-24 03:24:00,2024-01-24 02:31:00
992,39,2024-03-07 21:55:00,2024-03-24 10:03:00
993,40,2024-01-13 14:28:00,2024-01-03 10:16:00
994,81,2024-03-02 10:53:00,2024-02-01 07:23:00
995,67,2024-01-10 20:14:00,2024-02-03 06:09:00
996,22,2024-01-26 05:27:00,2024-01-04 00:50:00
997,86,2024-03-23 21:47:00,2024-03-18 04:51:00
998,89,2024-03-04 18:12:00,2024-03-23 03:20:00
999,49,2024-03-20 20:43:00,2024-03-14 06:27:00
1000,77,2024-03-18 08:28:00,2024-02-24 05:06:00
